0.719040	0.723295	0.537609	2.891624	0.113309
0.702965	0.725128	0.521235	2.758294	0.111553
0.692798	0.723817	0.515519	2.949088	0.110826
0.666174	0.681559	0.498285	2.819696	0.108291
0.675915	0.670911	0.490198	2.726240	0.105462
0.461868	0.466764	0.345192	1.995969	0.074742
0.482924	0.482927	0.359606	2.007833	0.077049
0.545408	0.562349	0.422561	2.440205	0.088720
0.493923	0.487327	0.713073	3.915864	0.151254
0.938204	0.950473	0.706841	3.950472	0.149277
