#DRS				#FPGA				#Diff
2024-05-17 11:01:42.373000	2024-05-17 11:01:43.484000	-1111.000000
2024-05-17 11:03:03.304000	2024-05-17 11:03:03.576000	-272.000000
2024-05-17 11:05:20.484000	2024-05-17 11:05:20.786000	-302.000000
2024-05-17 11:06:10.234000	2024-05-17 11:06:10.606000	-372.000000
2024-05-17 11:07:12.754000	2024-05-17 11:07:12.056000	698.000000
2024-05-17 11:08:03.964000	2024-05-17 11:08:03.306000	658.000000
2024-05-17 11:10:58.434000	2024-05-17 11:10:58.716000	-282.000000
2024-05-17 11:11:58.554000	2024-05-17 11:11:58.886000	-332.000000
2024-05-17 11:12:36.264000	2024-05-17 11:12:36.566000	-302.000000
2024-05-17 11:14:08.885000	2024-05-17 11:14:08.146000	739.000000
2024-05-17 11:14:27.415000	2024-05-17 11:14:27.726000	-311.000000
2024-05-17 11:15:22.195000	2024-05-17 11:15:22.546000	-351.000000
2024-05-17 11:18:27.355000	2024-05-17 11:18:27.676000	-321.000000
2024-05-17 11:20:16.575000	2024-05-17 11:20:16.857000	-282.000000
2024-05-17 11:26:10.855000	2024-05-17 11:26:10.137000	718.000000
2024-05-17 11:27:48.665000	2024-05-17 11:27:48.027000	638.000000
2024-05-17 11:31:25.945000	2024-05-17 11:31:25.257000	688.000000
2024-05-17 11:31:48.495000	2024-05-17 11:31:48.787000	-292.000000
2024-05-17 11:32:45.075000	2024-05-17 11:32:45.457000	-382.000000
2024-05-17 11:33:41.795000	2024-05-17 11:33:41.127000	668.000000
2024-05-17 11:33:48.465000	2024-05-17 11:33:48.777000	-312.000000
2024-05-17 11:36:50.645000	2024-05-17 11:36:50.017000	628.000000
2024-05-17 11:37:02.145000	2024-05-17 11:37:02.427000	-282.000000
2024-05-17 11:37:31.635000	2024-05-17 11:37:30.927000	708.000000
2024-05-17 11:38:43.865000	2024-05-17 11:38:43.237000	628.000000
2024-05-17 11:39:06.145000	2024-05-17 11:39:06.507000	-362.000000
2024-05-17 11:39:09.885000	2024-05-17 11:39:09.197000	688.000000
2024-05-17 11:39:52.315000	2024-05-17 11:39:52.687000	-372.000000
2024-05-17 11:40:23.685000	2024-05-17 11:40:23.057000	628.000000
2024-05-17 11:42:45.365000	2024-05-17 11:42:45.657000	-292.000000
2024-05-17 11:43:06.275000	2024-05-17 11:43:06.537000	-262.000000
2024-05-17 11:44:01.255000	2024-05-17 11:44:01.527000	-272.000000
2024-05-17 11:44:02.165000	2024-05-17 11:44:02.487000	-322.000000
2024-05-17 11:44:47.275000	2024-05-17 11:44:47.577000	-302.000000
2024-05-17 11:44:52.475000	2024-05-17 11:44:52.777000	-302.000000
2024-05-17 11:47:19.145000	2024-05-17 11:47:19.517000	-372.000000
2024-05-17 11:51:16.955000	2024-05-17 11:51:16.327000	628.000000
2024-05-17 11:52:00.025000	2024-05-17 11:52:00.327000	-302.000000
2024-05-17 11:53:05.325000	2024-05-17 11:53:05.697000	-372.000000
2024-05-17 11:53:58.645000	2024-05-17 11:53:58.007000	638.000000
2024-05-17 11:55:20.985000	2024-05-17 11:55:20.367000	618.000000
2024-05-17 11:55:48.955000	2024-05-17 11:55:48.297000	658.000000
2024-05-17 11:57:31.135000	2024-05-17 11:57:31.487000	-352.000000
2024-05-17 11:59:08.005000	2024-05-17 11:59:08.307000	-302.000000
2024-05-17 12:03:20.605000	2024-05-17 12:03:20.967000	-362.000000
2024-05-17 12:03:32.955000	2024-05-17 12:03:32.327000	628.000000
2024-05-17 12:05:44.105000	2024-05-17 12:05:44.387000	-282.000000
2024-05-17 12:06:15.055000	2024-05-17 12:06:15.437000	-382.000000
2024-05-17 12:06:20.255000	2024-05-17 12:06:20.537000	-282.000000
2024-05-17 12:06:58.725000	2024-05-17 12:06:58.047000	678.000000
2024-05-17 12:09:29.815000	2024-05-17 12:09:29.097000	718.000000
2024-05-17 12:10:32.475000	2024-05-17 12:10:32.777000	-302.000000
2024-05-17 12:10:48.495000	2024-05-17 12:10:48.777000	-282.000000
2024-05-17 12:12:14.075000	2024-05-17 12:12:14.387000	-312.000000
2024-05-17 12:14:18.825000	2024-05-17 12:14:18.157000	668.000000
2024-05-17 12:17:16.345000	2024-05-17 12:17:16.667000	-322.000000
2024-05-17 12:17:50.045000	2024-05-17 12:17:50.357000	-312.000000
2024-05-17 12:19:54.195000	2024-05-17 12:19:54.477000	-282.000000
2024-05-17 12:23:27.725000	2024-05-17 12:23:27.057000	668.000000
2024-05-17 12:25:45.685000	2024-05-17 12:25:45.037000	648.000000
2024-05-17 12:28:36.755000	2024-05-17 12:28:36.137000	618.000000
2024-05-17 12:29:26.275000	2024-05-17 12:29:26.607000	-332.000000
2024-05-17 12:30:19.145000	2024-05-17 12:30:19.447000	-302.000000
2024-05-17 12:31:24.295000	2024-05-17 12:31:24.647000	-352.000000
2024-05-17 12:32:25.945000	2024-05-17 12:32:25.317000	628.000000
2024-05-17 12:32:44.185000	2024-05-17 12:32:44.537000	-352.000000
2024-05-17 12:33:19.065000	2024-05-17 12:33:19.437000	-372.000000
2024-05-17 12:33:52.965000	2024-05-17 12:33:52.277000	688.000000
2024-05-17 12:34:37.815000	2024-05-17 12:34:37.087000	728.000000
2024-05-17 12:35:04.035000	2024-05-17 12:35:04.377000	-342.000000
2024-05-17 12:37:01.725000	2024-05-17 12:37:01.097000	628.000000
2024-05-17 12:38:27.075000	2024-05-17 12:38:27.367000	-292.000000
2024-05-17 12:39:28.055000	2024-05-17 12:39:28.377000	-322.000000
2024-05-17 12:40:34.545000	2024-05-17 12:40:34.887000	-342.000000
2024-05-17 12:41:57.335000	2024-05-17 12:41:57.717000	-382.000000
2024-05-17 12:43:22.865000	2024-05-17 12:43:22.147000	718.000000
2024-05-17 12:43:37.935000	2024-05-17 12:43:37.237000	698.000000
2024-05-17 12:43:42.125000	2024-05-17 12:43:42.437000	-312.000000
2024-05-17 12:43:59.405000	2024-05-17 12:43:59.747000	-342.000000
2024-05-17 12:44:53.335000	2024-05-17 12:44:53.637000	-302.000000
2024-05-17 12:45:20.985000	2024-05-17 12:45:20.277000	708.000000
2024-05-17 12:47:27.685000	2024-05-17 12:47:27.007000	678.000000
2024-05-17 12:47:36.905000	2024-05-17 12:47:36.197000	708.000000
2024-05-17 12:49:28.905000	2024-05-17 12:49:28.227000	678.000000
2024-05-17 12:50:09.555000	2024-05-17 12:50:09.927000	-372.000000
2024-05-17 12:50:48.655000	2024-05-17 12:50:47.977000	678.000000
2024-05-17 12:52:27.585000	2024-05-17 12:52:27.877000	-292.000000
2024-05-17 12:52:52.605000	2024-05-17 12:52:52.887000	-282.000000
2024-05-17 12:53:05.105000	2024-05-17 12:53:05.457000	-352.000000
2024-05-17 12:57:53.205000	2024-05-17 12:57:53.527000	-322.000000
2024-05-17 13:01:58.855000	2024-05-17 13:01:58.197000	658.000000
2024-05-17 13:04:30.675000	2024-05-17 13:04:30.007000	668.000000
