#CH	#T		#Timestamp
1	21.88917138	2024-05-22 09:37:36.373000
1	41.85979564	2024-05-22 09:37:56.343000
1	81.51442530	2024-05-22 09:38:36.003000
1	10.12900368	2024-05-22 09:38:50.513000
1	46.09720448	2024-05-22 09:39:26.483000
1	88.00867174	2024-05-22 09:40:08.393000
1	133.68573218	2024-05-22 09:42:19.972000
1	135.28432612	2024-05-22 09:42:21.572000
1	145.76907790	2024-05-22 09:42:32.062000
1	156.25055404	2024-05-22 09:42:42.542000
1	163.70525728	2024-05-22 09:42:49.992000
1	211.10151404	2024-05-22 09:43:37.392000
1	348.10561630	2024-05-22 09:48:46.202000
1	374.16489440	2024-05-22 09:50:38.152000
1	409.98178492	2024-05-22 09:51:13.972000
1	474.42613784	2024-05-22 09:52:18.422000
1	509.09906112	2024-05-22 09:52:53.092000
1	462.35404764	2024-05-22 09:53:32.241000
1	489.13830816	2024-05-22 09:53:59.031000
1	569.00367490	2024-05-22 09:55:18.891000
1	522.06432006	2024-05-22 09:55:57.861000
1	524.64827920	2024-05-22 09:56:00.441000
1	659.39009542	2024-05-22 09:59:41.081000
1	663.01760226	2024-05-22 09:59:44.711000
1	29.33190606	2024-05-22 10:00:38.221000
1	66.57150304	2024-05-22 10:01:15.461000
1	0.72219962	2024-05-22 10:01:35.511000
1	115.65798148	2024-05-22 10:03:30.451000
1	167.07679734	2024-05-22 10:04:21.871000
1	110.66028734	2024-05-22 10:04:51.350000
1	120.04936144	2024-05-22 10:05:00.740000
1	239.32160510	2024-05-22 10:08:25.910000
1	268.31644048	2024-05-22 10:08:54.910000
1	269.25680444	2024-05-22 10:08:55.850000
1	373.90113628	2024-05-22 10:12:06.390000
1	391.15819678	2024-05-22 10:12:23.650000
1	399.81913528	2024-05-22 10:12:32.310000
1	413.38197876	2024-05-22 10:12:45.880000
1	426.80649654	2024-05-22 10:12:59.300000
1	367.97305914	2024-05-22 10:13:26.370000
1	379.91919304	2024-05-22 10:13:38.310000
1	394.54768752	2024-05-22 10:13:52.940000
1	498.69953280	2024-05-22 10:15:37.090000
1	564.29139650	2024-05-22 10:18:08.589000
1	534.14489628	2024-05-22 10:19:04.339000
1	614.95474184	2024-05-22 10:20:25.149000
1	664.95048292	2024-05-22 10:22:41.049000
1	64.01108400	2024-05-22 10:25:33.199000
1	78.86422428	2024-05-22 10:25:48.059000
1	136.72703356	2024-05-22 10:28:11.818000
1	198.01650452	2024-05-22 10:29:13.108000
1	256.45395824	2024-05-22 10:30:11.548000
1	229.89099878	2024-05-22 10:31:10.888000
1	234.41333716	2024-05-22 10:31:15.408000
1	263.93352336	2024-05-22 10:31:44.928000
1	275.65559412	2024-05-22 10:31:56.648000
1	339.06112154	2024-05-22 10:33:00.058000
1	399.00692216	2024-05-22 10:35:25.898000
1	431.55490412	2024-05-22 10:37:24.348000
1	444.96705418	2024-05-22 10:39:03.667000
1	522.34400092	2024-05-22 10:40:21.047000
1	571.64673650	2024-05-22 10:41:10.347000
1	581.90938618	2024-05-22 10:41:20.607000
1	622.91439004	2024-05-22 10:43:27.517000
1	665.48694532	2024-05-22 10:44:10.087000
1	15.74314286	2024-05-22 10:46:13.437000
1	53.42635470	2024-05-22 10:48:17.017000
1	63.13324398	2024-05-22 10:48:26.727000
1	80.08147140	2024-05-22 10:48:43.677000
1	128.75328072	2024-05-22 10:49:32.347000
1	141.11114010	2024-05-22 10:51:10.606000
1	165.46921662	2024-05-22 10:51:34.966000
1	261.17725342	2024-05-22 10:54:36.576000
1	268.14273138	2024-05-22 10:54:43.536000
1	268.76840364	2024-05-22 10:56:10.066000
1	328.50220856	2024-05-22 10:57:09.796000
1	378.55021180	2024-05-22 10:59:25.746000
1	379.11169314	2024-05-22 10:59:26.306000
1	434.90930748	2024-05-22 11:00:22.106000
1	467.67835612	2024-05-22 11:00:54.876000
1	447.36721700	2024-05-22 11:02:00.465000
1	465.77128894	2024-05-22 11:02:18.875000
1	565.10187208	2024-05-22 11:03:58.205000
1	587.93119868	2024-05-22 11:05:46.935000
1	648.77938658	2024-05-22 11:06:47.785000
1	610.18443256	2024-05-22 11:07:35.085000
1	8.71774094	2024-05-22 11:09:00.815000
1	18.67193668	2024-05-22 11:09:10.765000
1	67.43664348	2024-05-22 11:09:59.535000
1	84.52445016	2024-05-22 11:10:16.625000
